2014-08-01 00:00,0.953
2014-08-01 00:06,0.862
2014-08-01 00:12,0.784
2014-08-01 00:18,0.719
2014-08-01 00:24,0.666
2014-08-01 00:30,0.627
2014-08-01 00:36,0.599
2014-08-01 00:42,0.582
2014-08-01 00:48,0.575
2014-08-01 00:54,0.579
2014-08-01 01:00,0.590
2014-08-01 01:06,0.610
2014-08-01 01:12,0.636
2014-08-01 01:18,0.668
2014-08-01 01:24,0.706
2014-08-01 01:30,0.747
2014-08-01 01:36,0.792
2014-08-01 01:42,0.840
2014-08-01 01:48,0.891
2014-08-01 01:54,0.943
2014-08-01 02:00,0.998
2014-08-01 02:06,1.054
2014-08-01 02:12,1.113
2014-08-01 02:18,1.174
2014-08-01 02:24,1.237
2014-08-01 02:30,1.304
2014-08-01 02:36,1.375
2014-08-01 02:42,1.450
2014-08-01 02:48,1.531
2014-08-01 02:54,1.617
2014-08-01 03:00,1.711
2014-08-01 03:06,1.812
2014-08-01 03:12,1.922
2014-08-01 03:18,2.041
2014-08-01 03:24,2.170
2014-08-01 03:30,2.309
2014-08-01 03:36,2.459
2014-08-01 03:42,2.618
2014-08-01 03:48,2.789
2014-08-01 03:54,2.969
2014-08-01 04:00,3.159
2014-08-01 04:06,3.358
2014-08-01 04:12,3.564
2014-08-01 04:18,3.778
2014-08-01 04:24,3.997
2014-08-01 04:30,4.221
2014-08-01 04:36,4.447
2014-08-01 04:42,4.674
2014-08-01 04:48,4.901
2014-08-01 04:54,5.126
2014-08-01 05:00,5.346
2014-08-01 05:06,5.562
2014-08-01 05:12,5.770
2014-08-01 05:18,5.969
2014-08-01 05:24,6.158
2014-08-01 05:30,6.336
2014-08-01 05:36,6.502
2014-08-01 05:42,6.654
2014-08-01 05:48,6.793
2014-08-01 05:54,6.917
2014-08-01 06:00,7.026
2014-08-01 06:06,7.121
2014-08-01 06:12,7.201
2014-08-01 06:18,7.267
2014-08-01 06:24,7.319
2014-08-01 06:30,7.357
2014-08-01 06:36,7.383
2014-08-01 06:42,7.398
2014-08-01 06:48,7.402
2014-08-01 06:54,7.396
2014-08-01 07:00,7.381
2014-08-01 07:06,7.358
2014-08-01 07:12,7.329
2014-08-01 07:18,7.293
2014-08-01 07:24,7.252
2014-08-01 07:30,7.208
2014-08-01 07:36,7.159
2014-08-01 07:42,7.107
2014-08-01 07:48,7.053
2014-08-01 07:54,6.996
2014-08-01 08:00,6.937
2014-08-01 08:06,6.876
2014-08-01 08:12,6.813
2014-08-01 08:18,6.748
2014-08-01 08:24,6.680
2014-08-01 08:30,6.609
2014-08-01 08:36,6.535
2014-08-01 08:42,6.458
2014-08-01 08:48,6.376
2014-08-01 08:54,6.289
2014-08-01 09:00,6.197
2014-08-01 09:06,6.100
2014-08-01 09:12,5.996
2014-08-01 09:18,5.886
2014-08-01 09:24,5.769
2014-08-01 09:30,5.644
2014-08-01 09:36,5.512
2014-08-01 09:42,5.372
2014-08-01 09:48,5.224
2014-08-01 09:54,5.069
2014-08-01 10:00,4.906
2014-08-01 10:06,4.736
2014-08-01 10:12,4.558
2014-08-01 10:18,4.375
2014-08-01 10:24,4.185
2014-08-01 10:30,3.991
2014-08-01 10:36,3.792
2014-08-01 10:42,3.590
2014-08-01 10:48,3.386
2014-08-01 10:54,3.180
2014-08-01 11:00,2.974
2014-08-01 11:06,2.769
2014-08-01 11:12,2.566
2014-08-01 11:18,2.366
2014-08-01 11:24,2.171
2014-08-01 11:30,1.982
2014-08-01 11:36,1.800
2014-08-01 11:42,1.626
2014-08-01 11:48,1.462
2014-08-01 11:54,1.307
2014-08-01 12:00,1.163
2014-08-01 12:06,1.031
2014-08-01 12:12,0.912
2014-08-01 12:18,0.805
2014-08-01 12:24,0.711
2014-08-01 12:30,0.631
2014-08-01 12:36,0.564
2014-08-01 12:42,0.510
2014-08-01 12:48,0.469
2014-08-01 12:54,0.441
2014-08-01 13:00,0.424
2014-08-01 13:06,0.419
2014-08-01 13:12,0.425
2014-08-01 13:18,0.440
2014-08-01 13:24,0.464
2014-08-01 13:30,0.496
2014-08-01 13:36,0.535
2014-08-01 13:42,0.581
2014-08-01 13:48,0.631
2014-08-01 13:54,0.685
2014-08-01 14:00,0.744
2014-08-01 14:06,0.805
2014-08-01 14:12,0.869
2014-08-01 14:18,0.935
2014-08-01 14:24,1.003
2014-08-01 14:30,1.072
2014-08-01 14:36,1.144
2014-08-01 14:42,1.217
2014-08-01 14:48,1.293
2014-08-01 14:54,1.373
2014-08-01 15:00,1.455
2014-08-01 15:06,1.542
2014-08-01 15:12,1.634
2014-08-01 15:18,1.732
2014-08-01 15:24,1.836
2014-08-01 15:30,1.948
2014-08-01 15:36,2.068
2014-08-01 15:42,2.197
2014-08-01 15:48,2.335
2014-08-01 15:54,2.483
2014-08-01 16:00,2.641
2014-08-01 16:06,2.809
2014-08-01 16:12,2.988
2014-08-01 16:18,3.176
2014-08-01 16:24,3.374
2014-08-01 16:30,3.580
2014-08-01 16:36,3.794
2014-08-01 16:42,4.015
2014-08-01 16:48,4.241
2014-08-01 16:54,4.472
2014-08-01 17:00,4.705
2014-08-01 17:06,4.939
2014-08-01 17:12,5.173
2014-08-01 17:18,5.404
2014-08-01 17:24,5.632
2014-08-01 17:30,5.853
2014-08-01 17:36,6.068
2014-08-01 17:42,6.273
2014-08-01 17:48,6.468
2014-08-01 17:54,6.652
2014-08-01 18:00,6.823
2014-08-01 18:06,6.981
2014-08-01 18:12,7.124
2014-08-01 18:18,7.253
2014-08-01 18:24,7.366
2014-08-01 18:30,7.464
2014-08-01 18:36,7.548
2014-08-01 18:42,7.616
2014-08-01 18:48,7.670
2014-08-01 18:54,7.710
2014-08-01 19:00,7.737
2014-08-01 19:06,7.752
2014-08-01 19:12,7.755
2014-08-01 19:18,7.748
2014-08-01 19:24,7.732
2014-08-01 19:30,7.707
2014-08-01 19:36,7.675
2014-08-01 19:42,7.637
2014-08-01 19:48,7.593
2014-08-01 19:54,7.545
2014-08-01 20:00,7.492
2014-08-01 20:06,7.436
2014-08-01 20:12,7.377
2014-08-01 20:18,7.316
2014-08-01 20:24,7.252
2014-08-01 20:30,7.187
2014-08-01 20:36,7.119
2014-08-01 20:42,7.048
2014-08-01 20:48,6.976
2014-08-01 20:54,6.901
2014-08-01 21:00,6.822
2014-08-01 21:06,6.740
2014-08-01 21:12,6.654
2014-08-01 21:18,6.564
2014-08-01 21:24,6.469
2014-08-01 21:30,6.368
2014-08-01 21:36,6.261
2014-08-01 21:42,6.148
2014-08-01 21:48,6.029
2014-08-01 21:54,5.902
2014-08-01 22:00,5.768
2014-08-01 22:06,5.626
2014-08-01 22:12,5.477
2014-08-01 22:18,5.320
2014-08-01 22:24,5.156
2014-08-01 22:30,4.985
2014-08-01 22:36,4.807
2014-08-01 22:42,4.623
2014-08-01 22:48,4.433
2014-08-01 22:54,4.238
2014-08-01 23:00,4.039
2014-08-01 23:06,3.837
2014-08-01 23:12,3.632
2014-08-01 23:18,3.425
2014-08-01 23:24,3.219
2014-08-01 23:30,3.013
2014-08-01 23:36,2.809
2014-08-01 23:42,2.609
2014-08-01 23:48,2.413
2014-08-01 23:54,2.222
2014-08-02 00:00,2.039
2014-08-02 00:06,1.863
2014-08-02 00:12,1.696
2014-08-02 00:18,1.539
2014-08-02 00:24,1.393
2014-08-02 00:30,1.258
2014-08-02 00:36,1.136
2014-08-02 00:42,1.025
2014-08-02 00:48,0.928
2014-08-02 00:54,0.844
2014-08-02 01:00,0.773
2014-08-02 01:06,0.715
2014-08-02 01:12,0.670
2014-08-02 01:18,0.638
2014-08-02 01:24,0.617
2014-08-02 01:30,0.607
2014-08-02 01:36,0.607
2014-08-02 01:42,0.618
2014-08-02 01:48,0.636
2014-08-02 01:54,0.663
2014-08-02 02:00,0.696
2014-08-02 02:06,0.736
2014-08-02 02:12,0.780
2014-08-02 02:18,0.828
2014-08-02 02:24,0.880
2014-08-02 02:30,0.935
2014-08-02 02:36,0.991
2014-08-02 02:42,1.050
2014-08-02 02:48,1.110
2014-08-02 02:54,1.171
2014-08-02 03:00,1.234
2014-08-02 03:06,1.299
2014-08-02 03:12,1.365
2014-08-02 03:18,1.434
2014-08-02 03:24,1.506
2014-08-02 03:30,1.582
2014-08-02 03:36,1.662
2014-08-02 03:42,1.748
2014-08-02 03:48,1.840
2014-08-02 03:54,1.938
2014-08-02 04:00,2.045
2014-08-02 04:06,2.160
2014-08-02 04:12,2.283
2014-08-02 04:18,2.417
2014-08-02 04:24,2.560
2014-08-02 04:30,2.713
2014-08-02 04:36,2.875
2014-08-02 04:42,3.048
2014-08-02 04:48,3.230
2014-08-02 04:54,3.421
2014-08-02 05:00,3.619
2014-08-02 05:06,3.824
2014-08-02 05:12,4.036
2014-08-02 05:18,4.251
2014-08-02 05:24,4.469
2014-08-02 05:30,4.689
2014-08-02 05:36,4.909
2014-08-02 05:42,5.126
2014-08-02 05:48,5.340
2014-08-02 05:54,5.549
2014-08-02 06:00,5.750
2014-08-02 06:06,5.944
2014-08-02 06:12,6.127
2014-08-02 06:18,6.299
2014-08-02 06:24,6.459
2014-08-02 06:30,6.606
2014-08-02 06:36,6.739
2014-08-02 06:42,6.858
2014-08-02 06:48,6.962
2014-08-02 06:54,7.050
2014-08-02 07:00,7.125
2014-08-02 07:06,7.184
2014-08-02 07:12,7.229
2014-08-02 07:18,7.261
2014-08-02 07:24,7.280
2014-08-02 07:30,7.287
2014-08-02 07:36,7.283
2014-08-02 07:42,7.269
2014-08-02 07:48,7.245
2014-08-02 07:54,7.214
2014-08-02 08:00,7.176
2014-08-02 08:06,7.131
2014-08-02 08:12,7.082
2014-08-02 08:18,7.028
2014-08-02 08:24,6.971
2014-08-02 08:30,6.910
2014-08-02 08:36,6.848
2014-08-02 08:42,6.783
2014-08-02 08:48,6.717
2014-08-02 08:54,6.649
2014-08-02 09:00,6.580
2014-08-02 09:06,6.509
2014-08-02 09:12,6.436
2014-08-02 09:18,6.361
2014-08-02 09:24,6.284
2014-08-02 09:30,6.205
2014-08-02 09:36,6.121
2014-08-02 09:42,6.035
2014-08-02 09:48,5.944
2014-08-02 09:54,5.848
2014-08-02 10:00,5.747
2014-08-02 10:06,5.640
2014-08-02 10:12,5.528
2014-08-02 10:18,5.409
2014-08-02 10:24,5.283
2014-08-02 10:30,5.150
2014-08-02 10:36,5.010
2014-08-02 10:42,4.864
2014-08-02 10:48,4.710
2014-08-02 10:54,4.550
2014-08-02 11:00,4.383
2014-08-02 11:06,4.210
2014-08-02 11:12,4.032
2014-08-02 11:18,3.849
2014-08-02 11:24,3.662
2014-08-02 11:30,3.472
2014-08-02 11:36,3.279
2014-08-02 11:42,3.086
2014-08-02 11:48,2.892
2014-08-02 11:54,2.699
2014-08-02 12:00,2.507
2014-08-02 12:06,2.320
2014-08-02 12:12,2.136
2014-08-02 12:18,1.958
2014-08-02 12:24,1.787
2014-08-02 12:30,1.624
2014-08-02 12:36,1.469
2014-08-02 12:42,1.324
2014-08-02 12:48,1.190
2014-08-02 12:54,1.068
2014-08-02 13:00,0.957
2014-08-02 13:06,0.859
2014-08-02 13:12,0.774
2014-08-02 13:18,0.702
2014-08-02 13:24,0.644
2014-08-02 13:30,0.598
2014-08-02 13:36,0.566
2014-08-02 13:42,0.545
2014-08-02 13:48,0.537
2014-08-02 13:54,0.540
2014-08-02 14:00,0.554
2014-08-02 14:06,0.577
2014-08-02 14:12,0.610
2014-08-02 14:18,0.650
2014-08-02 14:24,0.697
2014-08-02 14:30,0.750
2014-08-02 14:36,0.809
2014-08-02 14:42,0.872
2014-08-02 14:48,0.938
2014-08-02 14:54,1.007
2014-08-02 15:00,1.078
2014-08-02 15:06,1.151
2014-08-02 15:12,1.226
2014-08-02 15:18,1.302
2014-08-02 15:24,1.379
2014-08-02 15:30,1.458
2014-08-02 15:36,1.539
2014-08-02 15:42,1.622
2014-08-02 15:48,1.708
2014-08-02 15:54,1.797
2014-08-02 16:00,1.891
2014-08-02 16:06,1.989
2014-08-02 16:12,2.094
2014-08-02 16:18,2.204
2014-08-02 16:24,2.323
2014-08-02 16:30,2.449
2014-08-02 16:36,2.584
2014-08-02 16:42,2.728
2014-08-02 16:48,2.881
2014-08-02 16:54,3.044
2014-08-02 17:00,3.217
2014-08-02 17:06,3.399
2014-08-02 17:12,3.590
2014-08-02 17:18,3.790
2014-08-02 17:24,3.997
2014-08-02 17:30,4.211
2014-08-02 17:36,4.430
2014-08-02 17:42,4.654
2014-08-02 17:48,4.880
2014-08-02 17:54,5.108
2014-08-02 18:00,5.335
2014-08-02 18:06,5.560
2014-08-02 18:12,5.781
2014-08-02 18:18,5.996
2014-08-02 18:24,6.205
2014-08-02 18:30,6.405
2014-08-02 18:36,6.594
2014-08-02 18:42,6.772
2014-08-02 18:48,6.938
2014-08-02 18:54,7.090
2014-08-02 19:00,7.227
2014-08-02 19:06,7.350
2014-08-02 19:12,7.457
2014-08-02 19:18,7.549
2014-08-02 19:24,7.626
2014-08-02 19:30,7.687
2014-08-02 19:36,7.734
2014-08-02 19:42,7.766
2014-08-02 19:48,7.785
2014-08-02 19:54,7.791
2014-08-02 20:00,7.786
2014-08-02 20:06,7.770
2014-08-02 20:12,7.744
2014-08-02 20:18,7.709
2014-08-02 20:24,7.667
2014-08-02 20:30,7.619
2014-08-02 20:36,7.565
2014-08-02 20:42,7.506
2014-08-02 20:48,7.443
2014-08-02 20:54,7.377
2014-08-02 21:00,7.309
2014-08-02 21:06,7.238
2014-08-02 21:12,7.165
2014-08-02 21:18,7.091
2014-08-02 21:24,7.015
2014-08-02 21:30,6.938
2014-08-02 21:36,6.859
2014-08-02 21:42,6.778
2014-08-02 21:48,6.695
2014-08-02 21:54,6.609
2014-08-02 22:00,6.520
2014-08-02 22:06,6.428
2014-08-02 22:12,6.331
2014-08-02 22:18,6.230
2014-08-02 22:24,6.125
2014-08-02 22:30,6.013
2014-08-02 22:36,5.896
2014-08-02 22:42,5.773
2014-08-02 22:48,5.643
2014-08-02 22:54,5.507
2014-08-02 23:00,5.363
2014-08-02 23:06,5.213
2014-08-02 23:12,5.056
2014-08-02 23:18,4.893
2014-08-02 23:24,4.723
2014-08-02 23:30,4.547
2014-08-02 23:36,4.365
2014-08-02 23:42,4.179
2014-08-02 23:48,3.988
2014-08-02 23:54,3.794
2014-08-03 00:00,3.598
2014-08-03 00:06,3.400
2014-08-03 00:12,3.202
2014-08-03 00:18,3.004
2014-08-03 00:24,2.808
2014-08-03 00:30,2.615
2014-08-03 00:36,2.425
2014-08-03 00:42,2.241
2014-08-03 00:48,2.063
2014-08-03 00:54,1.893
2014-08-03 01:00,1.731
2014-08-03 01:06,1.578
2014-08-03 01:12,1.435
2014-08-03 01:18,1.304
2014-08-03 01:24,1.184
2014-08-03 01:30,1.076
2014-08-03 01:36,0.980
2014-08-03 01:42,0.898
2014-08-03 01:48,0.828
2014-08-03 01:54,0.771
2014-08-03 02:00,0.726
2014-08-03 02:06,0.693
2014-08-03 02:12,0.672
2014-08-03 02:18,0.663
2014-08-03 02:24,0.663
2014-08-03 02:30,0.673
2014-08-03 02:36,0.691
2014-08-03 02:42,0.718
2014-08-03 02:48,0.751
2014-08-03 02:54,0.790
2014-08-03 03:00,0.833
2014-08-03 03:06,0.881
2014-08-03 03:12,0.932
2014-08-03 03:18,0.986
2014-08-03 03:24,1.042
2014-08-03 03:30,1.099
2014-08-03 03:36,1.158
2014-08-03 03:42,1.218
